course_name,instructor,course url,course description,reviews_avg,reviews_count,course_duration,level
Microsoft Azure Data Lake Storage Service (Gen1 & Gen2),"Eshant Garg | | LearnCloud.Info | 100,000+ Enrollments",https://www.udemy.com/course/microsoft-azure-data-lake/,"How to ingest, process and export data in Azure Data Lake using Databricks and HDInsight,",4.5,545 reviews,6.5 total hours,Beginner
Quality Assurance Mastery - Manual Software Testing,Victor Gorinov,https://www.udemy.com/course/quality-assurance-manual/,Become Quality Assurance Engineer as a Complete Beginner. QA Masterclass for Junior QA Engineers.,4.6,544 reviews,2 total hours,Beginner
Flutter & Dart Development For Building iOS and Android Apps,Frahaan Hussain,https://www.udemy.com/course/flutter-mobile-development/,Flutter is created by Google and is the future of all iOS and Android applications. It is powered by the Dart language,4.3,544 reviews,10 total hours,All Levels
Cucumber 7.0 BDD for  Selenium & Appium with Live Projects,Rahul Arora,https://www.udemy.com/course/cucumber-tutorials/,Learn and Master Cucumber BDD for Selenium and Appium with Live Projects - UPDATED 2022 to latest Cucumber version 7.4.1,4.3,542 reviews,14 total hours,All Levels
MySQL - Statistics for Data Science & Business Analytics,Mahmoud Ali,https://www.udemy.com/course/ureadup_sds/,SQL - MySQL for Data Analytics - Beginners - Statistics for Data Science - MySQL for Data Analysis - with 25 projects,4.3,542 reviews,14.5 total hours,All Levels
Unity Basics: A Monetised Android/iOS Game in 4 Hours.,David McDonald,https://www.udemy.com/course/unity-basics-a-monetised-mobile-game-in-4-hours/,"Unity, Basic 3D Game Design with C# Coding. Monetise your games with Ad Support. Suitable for Beginners - Intermediate",4.3,542 reviews,4 total hours,Beginner
React & TypeScript Chrome Extension Development [2022],Jason Xian,https://www.udemy.com/course/chrome-extension/,"Learn Google Chrome Extension development using modern web frameworks. JavaScript, React, TypeScript, Webpack and more!",4.7,541 reviews,9 total hours,All Levels
Learn To Create An Online Multiplayer Game In Unity,James Doyle,https://www.udemy.com/course/unity-online-multiplayer/,Game development made easy. Learn networking andC# using Unity and create your online multiplayer FPS experience!,4.7,541 reviews,13 total hours,Beginner
Create a Complete 2D Platformer in the Godot Engine,Firebelley Games,https://www.udemy.com/course/create-a-complete-2d-platformer-in-the-godot-engine/,"Learn how create 2D platformer from scratch in the Godot Engine, complete with particles, sound effects, UI, and more!",4.7,540 reviews,11 total hours,Intermediate
Software Testing :Effective Test Case Writing & Formatting,"Testing World, Testing World Infotech",https://www.udemy.com/course/test-case/,Must for all Manual Testers | Standard Test Case Format | Manual Testing Concepts | Test Case Designing Techniques,4.4,540 reviews,1.5 total hours,Expert
Wix Web Design 2022:Level 1:BEGINNER *Wix Certified Trainer,"Michael Wood, M.Ed., M.S.",https://www.udemy.com/course/webmasteracademy101/,Learn from a Wix Certified Trainer how to build an engaging website that converts visitors to leads -- guaranteed!,4.4,539 reviews,12 total hours,Beginner
Coding Kids: Let's Make Games!,Mickey Blumental,https://www.udemy.com/course/coding-kids-lets-make-games/,For kids (and grownups) who want to learn programming foundations and make their own games.,4.8,539 reviews,3.5 total hours,Beginner
PHP for Beginners 2022: The Complete PHP MySQL PDO Course,Web Coding,https://www.udemy.com/course/php-for-beginners-2021-the-complete-php-mysql-pdo-course/,Learn PHP MySQL and PDO  and Build a Complete Project,4.4,539 reviews,9.5 total hours,All Levels
Learn and Master C Programming For Absolute Beginners!,Mohammad El-Haj,https://www.udemy.com/course/master-c-programming-with-visual-studio-for-all/,"Become C code expert in Visual Studio on Windows! Learn about arrays, pointers, files, strings, dynamic memory and more!",4.4,539 reviews,14 total hours,All Levels
Selenium WebDriver and Design Patterns,Vinoth Selvaraj,https://www.udemy.com/course/selenium-webdriver-and-design-patterns/,"Design Reusable Page Objects, Framework & Become Test Automation Architect / Lead SDET",4.6,538 reviews,7.5 total hours,All Levels
Technical Analysis with Python for Algorithmic Trading,Alexander Hagmann,https://www.udemy.com/course/technical-analysis-with-python-for-algorithmic-trading/,"Use Technical Analysis and Indicators for (Day) Trading. Create, backtest and optimize TA Trading Strategies with Python",4.7,538 reviews,13.5 total hours,Intermediate
React Data Visualization - Build a Cryptocurrency Dashboard,react.school _,https://www.udemy.com/course/react-data-visualization-build-a-cryptocurrency-dashboard/,"Learn industry secrets of building beautifully fast dashboards with React, Context API, styled-components & CSS Grid.",4.2,538 reviews,4 total hours,All Levels
Angular Components - like a Pro! (Angular 2/4/5/6/7+),Enrique Oriol,https://www.udemy.com/course/angular-components-like-a-pro/,Master the Angular Components like a PRO to create technically brilliant components,4.6,538 reviews,3 total hours,Expert
SAP CPI for beginners with hands-on,Vishal Saxena,https://www.udemy.com/course/sap-cpi-for-beginners-with-hands-on/,Best course to learn and work in SAP Cloud Platform Integration,4.1,537 reviews,13 total hours,All Levels
The Complete 'No Code' Developer Course: Build 23 Projects,"Codestars • over 2 million students worldwide!, Ravinder Deol, Command Codeless",https://www.udemy.com/course/no-code-developer/,"Learn How To Build A Range Of Products Without Writing Code! Learn How To Use: Webflow, Zapier, Figma, Parabola & More.",3.7,537 reviews,9.5 total hours,All Levels
Apache Spark Streaming 3 with Scala | Rock the JVM,Daniel Ciocîrlan,https://www.udemy.com/course/spark-streaming/,"Stream big data with Apache Spark Streaming 3 and integrate with Kafka, JDBC, Cassandra and more, hands-on, in Scala",4.8,537 reviews,7 total hours,All Levels
Apache Spark Hands on Specialization for Big Data Analytics,Irfan Elahi,https://www.udemy.com/course/apache-spark-hands-on-course-big-data-analytics/,In-depth course to master Apache Spark Development using Scala for Big Data (with 30+ real-world & hands-on examples),4.1,536 reviews,12 total hours,All Levels
Oracle Database Administrator DBA,Oak Academy,https://www.udemy.com/course/become-oracle-dbalearn-database-administration-from-scratch/,"Oracle Database Administration DBA become Oracle Database Administrator, Oracle DBA and get six figures jobs as DBA",4.5,535 reviews,7 total hours,All Levels
Learn To Create A First Person Shooter With Unity & C#,James Doyle,https://www.udemy.com/course/unityfpsgame/,Game development made easy. Learn C# with Unity and create your very own FPS game.,4.7,534 reviews,11.5 total hours,Beginner
MERN React Node Next.js Multi User SEO Blogging Platform,Ryan Dhungel,https://www.udemy.com/course/react-node-nextjs-fullstack-multi-user-blogging-platform-with-seo/,Become an Ultimate Web Developer by building a Truly Real World SEO Web App using MERN Stack with React/Next.js for SSR,4.5,533 reviews,21 total hours,All Levels
Machine Learning Deep Learning model deployment,FutureX Skills,https://www.udemy.com/course/machine-learning-deep-learning-model-deployment/,Serving TensorFlow Keras PyTorch Python model Flask Serverless REST API MLOps MLflow Cloud GCP NLP tensorflow.js deploy,4.1,533 reviews,4.5 total hours,Beginner
R Programming Hands-on Specialization for Data Science (Lv1),Irfan Elahi,https://www.udemy.com/course/r-programming-data-science-hands-on-course/,An in-depth course on R language with real-world Data Science examples to supercharge your R data analysis skills,4.4,533 reviews,11 total hours,Beginner
Practical Git: for Absolute Beginners,Dmytro Khmelenko,https://www.udemy.com/course/practical-git-for-absolute-beginners/,Learn all important basic Git features in practice only in 2 hours,4.5,533 reviews,1.5 total hours,Beginner
Deep Learning with PyTorch for Medical Image Analysis,"Jose Portilla, Marcel Früh, Sergios Gatidis, Tobias Hepp",https://www.udemy.com/course/deep-learning-with-pytorch-for-medical-image-analysis/,Learn how to use Pytorch-Lightning to solve real world medical imaging tasks!,4.4,533 reviews,12 total hours,Expert
Javascript Practicals Crash Course,PROPER DOT INSTITUTE,https://www.udemy.com/course/javascript-practicals-crash-course/,Learn javascript Concepts With Javascript Practical Demonstrations,4.2,532 reviews,38 total mins,All Levels
Build Minecraft Mod using JAVA - for Kids and Beginners,Fawz Mehfil,https://www.udemy.com/course/minecraft-modding-java/,Minecraft Modding using Forge and JAVA. Easy to follow with over 50 lectures and 6 hours of learning content.,4.0,532 reviews,6 total hours,Beginner
Salesforce Lightning Flow Builder : Getting Started,Yashad Tayal,https://www.udemy.com/course/salesforce-lightning-flow-builder/,Learn the new Salesforce Lightning Flow Builder and learn to automate your business process using Salesforce flows.,4.5,532 reviews,4.5 total hours,All Levels
MongoDB 3.2: Professional Developer,Hubert Łyczek,https://www.udemy.com/course/mongodb-professional-developer/,Complete guide,4.5,531 reviews,16 total hours,All Levels
Modern web development course: beginner to advanced,Evans Boateng Owusu,https://www.udemy.com/course/mordern-web-development-course-beginner-to-advanced/,"Start with HTML, CSS, JavaScript and move to NodeJS/HapiJS, ReactJS, and finally implement a sentiment analyzer.",4.3,531 reviews,5 total hours,Beginner
"Create a Twitter Clone with Node.js, Socket.IO and MongoDB",Reece Kenney,https://www.udemy.com/course/create-a-twitter-clone-with-nodejs-socketio-and-mongodb/,"Learn Node.js, MongoDB and more by making the ultimate Twitter clone website completely from scratch!",4.7,530 reviews,25.5 total hours,All Levels
WordPress for Beginners: Create Your Own WordPress Website,Qadar Khan,https://www.udemy.com/course/wordpress-create-professional-wordpress-websites-no-coding/,Step by Step WordPress Training Course Guide to Create Stunning Websites No Coding or Programming Skills for Beginners,3.1,530 reviews,5 total hours,Beginner
Learn Vert.x - Reactive microservices with Java,Daniel Prinz,https://www.udemy.com/course/reactive-web-applications-with-vertx-and-vuejs/,"Learn how to create reactive web applications. Featuring Vert.x 4, Mutiny and Quarkus!",4.5,529 reviews,10 total hours,All Levels
Creating Python APIs Like a BOSS - The Django REST Framework,Nick Walter,https://www.udemy.com/course/creating-apis-with-the-django-rest-framework-python/,"Make RESTful Web APIs for Mobile Apps and Front End JavaScript Frameworks - JSON, XML, CSV, and Authentication Tokens",4.7,529 reviews,3 total hours,Beginner
VSD - Circuit Design & SPICE Simulations - Part 1,Kunal Ghosh,https://www.udemy.com/course/vlsi-academy-circuit-design/,Learn how things got started in VLSI,4.4,529 reviews,4 total hours,Beginner
Learn the Vulkan API with C++,Ben Cook,https://www.udemy.com/course/learn-the-vulkan-api-with-cpp/,Learn the fundamentals of the popular Vulkan API for modern graphics rendering using C++!,4.8,528 reviews,26 total hours,Intermediate
The Essential Kotlin Programming Course (Android Developers),Jason Fedin,https://www.udemy.com/course/the-essential-kotlin-programming-course-android-developers/,A deep dive exploring the Kotlin Programming Language,4.5,528 reviews,23 total hours,All Levels
"Microsoft Azure, DevOps and MicroServices with .NET",Brett Hargreaves,https://www.udemy.com/course/devops-azure-and-microservices-enterprise-apps-with-net/,Build Enterprise class Applications with Microsoft Azure and Stand Out from the Crowd,4.3,527 reviews,4.5 total hours,Intermediate
Make a Google search engine clone: JavaScript PHP and MySQL,Reece Kenney,https://www.udemy.com/course/google-search-engine-clone/,"Learn JavaScript, PHP and MySQL by building your own search engine from scratch! A COMPLETE walkthrough!",4.8,527 reviews,6 total hours,All Levels
Python Programming for Begineers,Arunachala Damodar,https://www.udemy.com/course/python-for-machine-learning-t/,A Prerequisite for Learn Machine Learning,4.6,526 reviews,2.5 total hours,Beginner
Learn DevOps: On-Prem or Cloud Agnostic Kubernetes,Edward Viaene,https://www.udemy.com/course/learn-devops-on-prem-or-cloud-agnostic-kubernetes/,"Using kubeadm, Rook with Ceph, Cert-Manager, Dex with Github and LDAP, Envoy and Istio, Calico, Vault, and Openshift",4.3,525 reviews,4 total hours,Expert
Android Studio Masterclass: Conquer the Android IDE,Kurt Anderson,https://www.udemy.com/course/android-studio-masterclass/,Android Studio Masterclass: Learn Android Studio from Top to Bottom and Become a Better Android Developer!,4.3,525 reviews,3.5 total hours,All Levels
"Java Collections Framework + Generics, Lambdas & Stream API","Andrii Piatakha, Learn IT University",https://www.udemy.com/course/java-collections-framework-learnit/,Learn Java Collections Framework from scratch to PRO level with practical exercises,4.4,525 reviews,5.5 total hours,All Levels
Test Automation with Katalon Studio (Selenium WebDriver),Abode QA,https://www.udemy.com/course/automation-testing-using-katalon-studio-selenium-webdriver/,Katalon Studio - Keyword driven tool written on top of Selenium for Web Application Automation | API Testing,4.4,524 reviews,10.5 total hours,All Levels
